Name,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
"Rikki Clarke (England)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66,33,,45,,,,,,,,,,,,,
"Jamie Troughton (England)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,,,,,,,,,,,,,,,
"Fidel Edwards (West Indies)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,0,14,2,30,23,,,,,,,,,,
"Thilan Thushara (Sri Lanka)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250,107,35,,,,,,,,,
"Kabir Ali (England)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,91,2,,,,,,,,,,,,,
"Charles Coventry (Zimbabwe)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,134,60,,,430,174,18,,,,10,,,,
"Morne van Wyk (South Africa)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,178,,,,136,,,,94,,,,
"Rajin Saleh (Bangladesh)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,269,316,125,295,,,,,,,,,,,,,
"Salman Butt (Pakistan)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,252,565,145,362,861,358,182,,,,,,,,,
"Junaid Zia (Pakistan)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,,
"Gavin Ewing (Zimbabwe)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,97,,,,,,,,,,,,,,
"Enamul Haque (Bangladesh)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,8,,,,,,,,,,
"Vusi Sibanda (Zimbabwe)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84,186,30,500,545,159,173,119,478,,432,106,86,96,,,
"Jamaluddin Ahmed (Bangladesh)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,,
"Manjural Islam Rana (Bangladesh)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46,201,61,23,,,,,,,,,,,,,
"Nafis Iqbal (Bangladesh)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,110,186,,,,,,,,,,,,,,
"Moniruzzaman (Bangladesh)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,,
"Dinusha (Sri Lanka)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,,
"Nuwan Kulasekara (Sri Lanka)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,5,,14,15,156,203,82,170,235,184,63,131,31,38,,
"Andrew Strauss (England)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,655,713,592,276,,647,806,513,,,,,,,,
"Ravi Rampaul (West Indies)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,34,,,50,3,23,54,130,44,3,17,3,,,,
"Michael Mason (New Zealand)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,0,,4,5,0,,2,,,,,,,,,
"Matthew Walker (New Zealand)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10,,,,,,,,,,,,,,,,
"Richard Jones (New Zealand)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168,,,,,,,,,,,,,,,,
"Craig Cumming (New Zealand)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,80,23,,,,0,,,,,,,,,,
"Alester Maregwede (Zimbabwe)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,95,29,,,,,,,,,,,,,,
"Tama Canning (New Zealand)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36,,16,,,,,,,,,,,,,,
"Irfan Pathan (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230,383,393,131,223,8,,4,172,,,,,,,
"Dwayne Smith (West Indies)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262,212,217,100,,,134,,177,,236,222,,,,
"Dave Mohammed (West Indies)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,0,,,,,,,,,,,
"Rohan Gavaskar (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151,,,,,,,,,,,,,,,
"Michael Hussey (Australia)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,587,784,447,622,1166,825,414,580,,,,,,,
"Michael Papps (New Zealand)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204,3,,,,,,,,,,,,,,
"Albie Morkel (South Africa)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40,23,,173,91,292,60,,103,,,,,,,
"W Jayantha (Sri Lanka)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400,,,,,,,,,,,,,,,
"Ramesh Powar (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,,75,56,,,,,,,,,,,,
"Geraint Jones (England)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264,301,250,,,,,,,,47,,,,,
"Dwayne Bravo (West Indies)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100,213,427,348,203,220,204,195,255,388,415,,,,,
"Elton Chigumbura (Zimbabwe)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308,106,489,390,170,630,368,282,94,161,392,772,67,,111,
"Tinashe Panyangara (Zimbabwe)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51,39,,,,,,4,,4,31,98,12,,,
"Brendan Taylor (Zimbabwe)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402,282,807,299,139,590,723,743,127,302,411,433,,,898,
"Prosper Utseya (Zimbabwe)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102,47,162,65,66,266,276,176,32,127,66,21,,,,
"Farveez Maharoof (Sri Lanka)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101,121,249,280,24,198,11,,58,,,,71,,,
"Thilina Kandamby (Sri Lanka)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,40,686,65,56,,,0,,,,,
"Tawanda Mupariwa (Zimbabwe)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27,1,121,0,4,12,,,,,,19,1,,,
"Ian Bradshaw (West Indies)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,95,92,42,,,,,,,,,,,,
"Faisal Hossain (Bangladesh)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,,,,,,8,,,,,,,,,
"Edward Rainsford (Zimbabwe)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,24,1,0,2,15,,,,,,,,,
"Gareth Hopkins (New Zealand)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,9,32,15,180,,,,,,,,,
"Lasith Malinga (Sri Lanka)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,1,37,29,19,32,86,92,69,53,18,33,,21,10,44
"Sajid Mahmood (England)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,82,2,,0,,,,,,,,,,
"Abdur Razzak (Bangladesh)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,0,86,117,225,20,76,87,13,95,21,,,,,
"Timothy Smart (Hong Kong)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,
"Manoj Cheruparambil (Hong Kong)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,,,,,,,,,,
"Alexander French (Hong Kong)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,,,,,,,,,,,,,,,
"Tabarak Dar (Hong Kong)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56,,,,45,,,,,,,,,,,
"John Lamsam (Hong Kong)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,16,,,,,,,,,,,
"Rahul Sharma (Hong Kong)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,,,,,,,,,,,,,,
"Ilyas Gul (Hong Kong)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,,,,,,,,,,,,,,,
"Najeeb Amar (Hong Kong)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,34,,,,,,,,,,,
"S Lama (Hong Kong)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,
"Afzaal Haider (Hong Kong)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,,,,0,,,,,,,,,,,
"Khalid Khan (Hong Kong)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,
"Asim Saeed (United Arab Emirates)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,
"Arshad Ali (United Arab Emirates)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,,,,47,,,,,,,,,,,
"Fahad Usman (United Arab Emirates)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,
"Naeemuddin Aslam (United Arab Emirates)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,,,,,,,,,,,,,,,
"Khurram Khan (United Arab Emirates)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,,,,80,,,,,,334,155,,,,
"Syed Maqsood (United Arab Emirates)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,,,,,,,,,,,,,,,
"Asghar Ali (United Arab Emirates)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,,,,,,,,,,,,,,,
"Mohammad Tauqir (United Arab Emirates)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61,,,,26,,,,,,0,8,,,,
"Abdul Rehman (United Arab Emirates)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
"Ali Asad (United Arab Emirates)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,,,,,,,,,,,,,,,
"Rizwan Latif (United Arab Emirates)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
"Sameer Zia (United Arab Emirates)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
"Ramveer Rai (United Arab Emirates)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39,,,,,,,,,,,,,,,
"Nasir Hameed (Hong Kong)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
"Nadeem Ahmed (Hong Kong)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,2,,,,,,14,0,24,3,23,
"Ian Bell (England)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163,63,654,1080,523,,139,612,549,645,479,509,,,,
"Jean-Paul Duminy (South Africa)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,,115,198,476,475,433,563,312,659,311,366,444,287,348,39
"Alexander Wharf (England)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,3,,,,,,,,,,,,,,
"Dinesh Karthik (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,42,287,,223,455,,,255,50,,,183,167,75
"Rohan Alexander (United States)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,,,,,,,,,,,,,
"Mark Johnson (United States)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,,,,,,,,,,,,,,,
"Leon Romero (United States)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,,
"Steve Massiah (United States)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,,,,,,,,,,,,,,,
"Richard Staple (United States)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,,,,,,,,,,,,,,,
"Jignesh Desai (United States)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16,,,,,,,,,,,,,,,
"Aijaz Ali (United States)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5,,,,,,,,,,,,,,,
"Rashid Zia (United States)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,
"Charles Reid (United States)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,,,,,,,,,,,,,,
"Howard Johnson (United States)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,,,,,,,,,,,,,,,
"Maurice Ouma (Kenya)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,,143,386,127,385,156,22,,205,5,,,,,
"Rageg Aga (Kenya)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,12,36,101,,,,,
"Aftab Ahmed (Bangladesh)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,299,784,519,129,,80,,,,,,,,,
"Nazmul Hossain (Bangladesh)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,18,0,,0,5,0,0,0,,,,,,,
"Donovan Blake (United States)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,,
"Nasir Javed (United States)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,,,
"Darren Sammy (West Indies)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,18,136,197,157,212,343,398,126,284,,,,
"Malhar Patel (Kenya)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,40,,,,,,,,,,,,,
"Bazid Khan (Pakistan)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12,66,,,53,,,,,,,,,,,
"Iftikhar Anjum (Pakistan)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,41,44,84,38,6,21,,,,,,,,,
"Peter Fulton (New Zealand)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9,70,340,811,9,95,,,,,,,,,,
"Hashim Amla (South Africa)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368,480,1058,632,678,838,892,1062,511,862,315,227
"Chris Mpofu (Zimbabwe)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,7,1,9,2,2,8,7,,2,,0,2,4,0,0
"Kevin Pietersen (England)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104,784,612,889,658,132,153,571,281,256,,,,,,
"Matthew Prior (England)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,94,111,229,168,357,72,216,,,,,,,,
"Mohammad Khalil (Pakistan)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
"A B de Villiers (South Africa)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221,466,1209,434,762,964,467,645,1163,879,1193,339,773,62,
"Dale Steyn (South Africa)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4,0,0,15,30,37,55,5,30,60,56,6,,67,0
"M S Dhoni (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,895,821,1103,1097,1198,600,764,524,753,418,640,278,788,275,327
"Joginder Sharma (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,,,1,,,,,,,,,,,,
"Mohammad Asif (Pakistan)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,13,15,5,0,1,,,,,,,,,
"Graeme Cremer (Zimbabwe)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95,122,99,,,,122,145,41,120,
"Xavier Marshall (United States)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98,,,275,2,,,,,,,,,,11
"Sean Williams (Zimbabwe)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54,145,215,204,365,105,58,,337,299,893,46,226,448,151
"James Marshall (New Zealand)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30,50,5,165,,,,,,,,,,,
"Lance Hamilton (New Zealand)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,,,,,,,,,,,,,,
"James Hopes (Australia)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,84,156,259,501,326,,,,,,,,,
"Iain O'Brien (New Zealand)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,3,,,,,,,,,,
"Narsingh Deonarine (West Indies)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91,,8,,,411,,,87,32,53,,,,
"Mushfiqur Rahim (Bangladesh)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24,326,185,387,538,527,264,198,704,767,198,458,770,212
"Shahadat Hossain (Bangladesh)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,16,28,,21,,0,0,,,,,,
"Johnathan Lewis (England)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7,9,34,,,,,,,,,,,,
"Christopher Tremlett (England)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,27,3,,,12,,,,,,,,
"Shahriar Nafees (Bangladesh)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254,1033,278,292,,119,225,,,,,,,,
"Denesh Ramdin (West Indies)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,173,173,83,184,159,168,38,50,516,253,276,,,
"Ryan Ramdass (West Indies)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,,,,,,,,,,,,,,
"Suresh Raina (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89,500,23,680,605,631,722,492,770,539,517,,,47,
"Yalaka Venugopal Rao (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136,82,,,,,,,,,,,,,
"Loku Dilhara (Sri Lanka)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77,,,,,,,,6,,,,,,
"Deighton Butler (West Indies)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,3,,,,,,,,,,,,,
"Upul Tharanga (Sri Lanka)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295,1062,638,138,523,707,826,752,287,111,68,214,1011,304,15
"Pradeep Jayaprakashdaran (Sri Lanka)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
"Keith Dabengwa (Zimbabwe)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,128,71,137,97,81,,,,,,,,,
"Anthony Ireland (Zimbabwe)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,20,9,,,,,,,,,,,,
"Shaun Tait (Australia)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,,13,1,0,,,,,,,,
"Justice Chibhabha (Zimbabwe)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,498,229,201,106,135,78,,65,,859,175,,43,
"Jeetan Patel (New Zealand)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,12,45,4,27,,,,,,,0,7,,
"Syed Rasel (Bangladesh)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,13,26,8,8,9,,,,,,,,,
"Terry Duffin (Zimbabwe)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451,95,,,,,,,,,,,,
"Cameron White (Australia)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,157,79,682,848,271,,,,0,,,35,
"Stuart Clark (Australia)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,42,17,8,2,,,,,,,,,,
"Sreesanth (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,6,19,9,,10,0,,,,,,,,
"Andrew Puttick (South Africa)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,,
"Johan Botha (South Africa)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,80,61,78,60,138,169,5,,,,,,,
"Bradley Hodge (Australia)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72,7,496,,,,,,,,,,,,
"Liam Plunkett (England)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94,106,95,,,0,20,,,,99,31,71,66,11
"R P Singh (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11,15,26,8,44,,0,,,,,,,,
"Michael Lewis (Australia)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,,,,,,,,,,,,,
"Mitchell Johnson (Australia)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,19,35,38,289,119,208,12,102,95,34,,,,
"Philip Jaques (Australia)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121,4,,,,,,,,,,,,
"Jamie How (New Zealand)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58,83,376,386,27,41,75,,,,,,,,
"Garnett Kruger (South Africa)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,,,,,,,,,,,,,
"Brett Dorey (Australia)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,,,,,,,,,,,,,
"Johannes van der Wath (South Africa)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85,4,,,,,,,,,,,,
"Chamara Kapugedera (Sri Lanka)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193,80,603,348,199,20,78,,,20,10,73,,
"Dhammika Prasad (Sri Lanka)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,,8,1,,0,46,,64,2,,,,
"Keegan Meth (Zimbabwe)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73,,,,3,20,10,,,,,,,
"Piet Rinke (Zimbabwe)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319,,,,,,,,,,,,,
"Gregory Strydom (Zimbabwe)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,,,,,,,,,,,,,
"Tanmay Mishra (Kenya)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424,274,,,32,177,72,149,,,,,,
"Nehemiah Odhiambo (Kenya)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62,102,34,184,43,56,17,23,7,,,,,
"Ryan Higgins (Zimbabwe)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,,,,,,,,,,,,,
"Ross Taylor (New Zealand)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189,663,465,631,676,561,223,510,662,1046,200,968,639,593
"Alastair Cook (England)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,403,219,,156,600,663,560,523,,,,,
"Monty Panesar (England)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26,,,,,,,,,,,,
"Piyush Chawla (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,8,,,10,,,,,,,,
"Munaf Patel (India)
            - ODI Cricket",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,26,20,2,8,12,,,,,,,,
