,Name_of_player,Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
1881,Peter Ingram ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.0,,,,,,,,,
1882,Nelson Odhiambo ,Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,56.0,,,,,,
1883,Steven Smith ,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.0,343.0,372.0,380.0,921.0,1726.0,2880.0,3329.0,3431.0,
1884,Andrew McKay ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,10.0,12.0,,,,,,,
1885,Wriddhiman Saha ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,41.0,,,,,
1886,Timothy Gruitjers ,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,68.0,,68.0,,,,,,
1887,Aftab Alam ,Afghanistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,7.0,25.0,,,61.0,66.0
1888,Shabir Noori ,Afghanistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.0,169.0,182.0,,,,191.0,,,
1889,Nitish Kumar ,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,135.0,144.0,169.0,217.0,,,,,
1890,Ajmal Shahzad ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,39.0,,,,,,,,
1891,Daniel Christian ,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,250.0,,273.0,,,,,
1892,Abhimanyu Mithun ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,51.0,,,,,,,,
1893,Craig Kieswetter ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,320.0,809.0,1012.0,1054.0,,,,,,
1894,Shingirai Masakadza ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,75.0,75.0,115.0,148.0,170.0,,,,,
1895,Gregory Lamb ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,134.0,197.0,,,,,,,,
1896,Suhrawadi Shuvo ,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,98.0,,,,,,,,
1897,James Tredwell ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,27.0,34.0,57.0,163.0,163.0,,,,
1898,Shanan Stewart ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,
1899,Michael Carberry ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,108.0,114.0,,,,,
1900,Steven Finn ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,77.0,96.0,106.0,131.0,,136.0,,
1901,Jahurul Islam ,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,156.0,,244.0,270.0,,,,,,
1902,Parth Desai ,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,8.0,,,8.0,,,,,
1903,Dinesh Chandimal ,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.0,440.0,1285.0,1744.0,2052.0,2377.0,3033.0,3288.0,3586.0,3599.0
1904,Craig Ervine ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,324.0,581.0,,702.0,,1400.0,1568.0,1802.0,2176.0,2315.0
1905,Michael Lumb ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,165.0,,,,,
1906,Vinay Kumar ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,24.0,43.0,86.0,,,,,,
1907,David Miller ,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,150.0,267.0,,811.0,1090.0,1819.0,2026.0,2396.0,2780.0,2922.0
1908,Robert Nicol ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,131.0,580.0,586.0,,,,,,
1909,Robiul Islam ,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
1910,Umesh Yadav ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,20.0,26.0,27.0,44.0,50.0,77.0,79.0,79.0,
1911,Jeevan Mendis ,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,211.0,364.0,468.0,535.0,604.0,,,,617.0
1912,Ravichandran Ashwin ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,160.0,295.0,462.0,609.0,657.0,658.0,675.0,,
1913,Naman Ojha ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,
1914,Pankaj Singh ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,
1915,Tendai Chatara ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,76.0,99.0,105.0,116.0,159.0,159.0
1916,Umar Amin ,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,250.0,269.0,,,,271.0,
1917,Tom Cooper ,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,589.0,864.0,916.0,976.0,,,,,,
1918,Joshua Davey ,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,147.0,170.0,254.0,298.0,428.0,452.0,471.0,,
1919,Matthew Parker ,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,,,,,,,,,
1920,Preston Mommsen ,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,142.0,204.0,209.0,408.0,684.0,880.0,1101.0,1115.0,,
1921,Asad Shafiq ,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,236.0,663.0,930.0,1096.0,1224.0,1318.0,,1336.0,,
1922,Josh Hazlewood ,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,0.0,0.0,0.0,16.0,21.0,37.0,
1923,Jimmy Hansra ,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,377.0,383.0,419.0,421.0,,,,,
1924,James Hall ,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,,,,,,,,,
1925,Nigel Jones ,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,69.0,74.0,,,,,,,,
1926,Rory McCann ,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.0,,,,,,,,,
1927,James Ngoche ,Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,33.0,34.0,35.0,,,,,,
1928,Francis Otieno ,Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,
1929,Wesley Barresi ,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,208.0,457.0,508.0,618.0,783.0,,,,866.0,
1930,Oli Hairs ,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,68.0,,,,,,,,,
1931,Andy Balbirnie ,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,,,89.0,451.0,,757.0,1246.0,1698.0
1932,Bradley Kruger ,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,32.0,,,,,,,,
1933,Dominic Wesonga ,Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,59.0,61.0,,,,,,,,
1934,Javed Ahmadi ,Afghanistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,67.0,,139.0,,270.0,556.0,646.0,821.0,925.0,971.0
1935,Albert van der Merwe ,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,15.0,,,,,,,,
1936,Bernard Loots ,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,16.0,,,,,,,,
1937,Azhar Ali ,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,450.0,452.0,,1227.0,1568.0,1833.0,1845.0,
1938,Kane Williamson ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,196.0,466.0,822.0,1275.0,2045.0,3421.0,4120.0,4716.0,5184.0,5554.0
1939,Thomas Heggelman ,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,27.0,,,,,,,,
1940,Noor-ul-Haq ,Afghanistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,
1941,Ryan Flannigan ,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
1942,Mohammad Irfan ,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,3.0,21.0,39.0,48.0,48.0,,,
1943,Ian Nicolson ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,
1944,Colin Ingram ,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.0,374.0,388.0,843.0,,,,,,
1945,Rusty Theron ,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,
1946,Cheteshwar Pujara ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,51.0,,,,,
1947,Abdullah Mazari ,Afghanistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,
1948,Izatullah Dawlatzai ,Afghanistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,7.0,,,7.0,,,,
1949,Hamish Bennett ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,7.0,,,10.0,,,10.0,,
1950,Mitchell Starc ,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,43.0,122.0,161.0,163.0,208.0,259.0,280.0,
1951,John Hastings ,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,82.0,,,,116.0,271.0,271.0,,
1952,Shikhar Dhawan ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,69.0,,1231.0,2046.0,2791.0,3078.0,4038.0,4935.0,5355.0
1953,Saurabh Tiwary ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,49.0,,,,,,,,,
1954,Xavier Doherty ,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,17.0,54.0,99.0,101.0,101.0,,,,
1955,Adnan Akmal ,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,62.0,,,,,,,
1956,Andre Russell ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,336.0,595.0,660.0,717.0,985.0,,,998.0,
1957,Tanvir Ahmed ,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,
1958,Jaydev Unadkat ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
1959,Adam Milne ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,12.0,12.0,75.0,130.0,168.0,,
1960,Dean Brownlie ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,203.0,,,361.0,,
1961,Luke Woodcock ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,
1962,Usman Khawaja ,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,413.0,469.0,,1238.0
1963,Aaron Finch ,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,514.0,1304.0,1865.0,2520.0,2925.0,3418.0,4052.0
1964,Chris Woakes ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,72.0,141.0,298.0,453.0,665.0,834.0,1039.0,1065.0
1965,Faf du Plessis ,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,288.0,563.0,1102.0,1892.0,2776.0,3354.0,4259.0,4693.0,5125.0
1966,Tyson Gordon ,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,,,,,,,,
1967,Berend Westdijk ,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,
1968,Imran Tahir ,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,5.0,52.0,78.0,117.0,118.0,140.0,146.0
1969,Karl Whatham ,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,
1970,Devendra Bishoo ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,10.0,90.0,155.0,164.0
1971,Kirk Edwards ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,153.0,,,331.0,,,,,
1972,James Pattinson ,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,36.0,,40.0,42.0,,,,
1973,Junaid Khan ,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,2.0,48.0,51.0,60.0,,60.0,63.0,68.0
1974,Mohammad Salman ,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,,,,,
1975,Danza Hyatt ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.0,,,,,,,,
1976,Ashley Nurse ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,239.0,368.0,482.0
1977,Hammad Azam ,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,38.0,76.0,,,80.0,,,,
1978,Anthony Martin ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,,,,,,,
1979,Usman Salahuddin ,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,,
1980,Kraigg Brathwaite ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,217.0,278.0,,
1981,Jade Dernbach ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,15.0,19.0,,,,,,
1982,Neil Kruger ,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,
1983,Michael Swart ,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,46.0,140.0,168.0,197.0,,,,,
1984,Safyaan Sharif ,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,10.0,,49.0,81.0,81.0,99.0,144.0,211.0,224.0
1985,Ahsan Malik ,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,14.0,14.0,,,,,
1986,Vinoo Tewarie ,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,
1987,Dimuth Karunaratne ,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,64.0,,84.0,,190.0,,,,267.0
1988,Brian Vitori ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,32.0,55.0,63.0,63.0,,86.0,
1989,Hamza Tariq ,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,42.0,,45.0,116.0,,,,,
1990,Junaid Siddiqui ,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,46.0,62.0,67.0,,,,,
1991,Dawlat Zadran ,Afghanistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,36.0,36.0,128.0,217.0,290.0,388.0,500.0,502.0
1992,Rustam Bhatti ,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,
1993,Gulbadin Naib ,Afghanistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,49.0,70.0,152.0,152.0,236.0,461.0,757.0,830.0
1994,Nasir Hossain ,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.0,498.0,819.0,1044.0,1231.0,1262.0,1276.0,1281.0,
1995,Shuvagata Hom ,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.0,,,,,,,,
1996,Shaminda Eranga ,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,17.0,29.0,34.0,34.0,,,
1997,Seekkuge Prasanna ,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,31.0,101.0,180.0,193.0,370.0,405.0,,421.0
1998,Scott Borthwick ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,
1999,Ben Stokes ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,87.0,282.0,544.0,1034.0,1650.0,1963.0,2306.0
2000,James Taylor ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,26.0,196.0,887.0,,,,
2001,Nathan Lyon ,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,12.0,,46.0,,50.0,69.0
2002,Alexander Hales ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,126.0,579.0,1322.0,1857.0,2314.0,2419.0
2003,Jos Butler ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,298.0,1002.0,1644.0,2217.0,2505.0,3176.0,3549.0
2004,Ajinkya Rahane ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,340.0,349.0,462.0,1230.0,1952.0,2236.0,2822.0,2962.0,
2005,Aizaz Cheema ,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,26.0,,,,,,,
2006,Duncan Allan ,Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,53.0,71.0,,,,,,
2007,Runish Gudhka ,Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,
2008,Irfan Karim ,Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53.0,,265.0,396.0,,,,,
2009,Lucas Oluoch ,Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
2010,Stephan Myburgh ,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,89.0,229.0,265.0,,,,294.0,
2011,Emmanuel Ringera ,Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
2012,Wilfred Diepeveen ,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,,,,,,
2013,Yasir Shah ,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,76.0,102.0,,102.0,127.0
2014,Jonny Bairstow ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.0,119.0,,,260.0,458.0,992.0,2017.0,2329.0
2015,Zahid Hussain ,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,
2016,Johnson Charles ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,152.0,838.0,869.0,1015.0,1283.0,,,
2017,Carlos Brathwaite ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,71.0,228.0,270.0,323.0,389.0
2018,Patrick Cummins ,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,21.0,,22.0,34.0,34.0,128.0,166.0,183.0
2019,Matthew Wade ,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,546.0,738.0,909.0,1075.0,1593.0,1777.0,,
2020,Douglas Bracewell ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,14.0,14.0,,57.0,74.0,79.0,,158.0
2021,Mitchell Marsh ,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,39.0,360.0,596.0,1238.0,1242.0,1428.0,
2022,Graeme Aldridge ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
2023,Nuwan Pradeep ,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,3.0,12.0,18.0,18.0,27.0
2024,Elias Sunny ,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,,,,,,,
2025,Varun Aaron ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,,,8.0,,,,,
2026,Stuart Meaker ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,
2027,Natsai Mushangwe ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,38.0,38.0,,,,,
2028,Njabulo Ncube ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
2029,Kosala Kulasekara ,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,38.0,,,,,,,
2030,Sunil Narine ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,142.0,258.0,282.0,291.0,363.0,,,
2031,Rahul Sharma ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,1.0,,,,,,,
2032,Trent Boult ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,8.0,39.0,52.0,81.0,104.0,130.0,144.0
2033,Jason Mohammed ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,6.0,,529.0,551.0,
2034,Marchant de Lange ,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,0.0,0.0,,,
2035,Sachithra Senanayake ,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,160.0,265.0,290.0,,,,
2036,George Bailey ,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,441.0,1539.0,1945.0,2236.0,3044.0,,,
2037,James Faulkner ,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,408.0,670.0,814.0,921.0,1032.0,,
2038,Andrew Ellis ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,132.0,154.0,,,,,,
2039,Tom Latham ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,138.0,280.0,411.0,897.0,1358.0,1904.0,2203.0,2395.0
2040,Tarun Nethula ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,
2041,Michael Bates ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,,,,
2042,Amir Hamza ,Afghanistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,3.0,4.0,10.0,14.0,23.0,,
2043,Colin de Grandhomme ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,,,65.0,214.0,392.0,443.0
2044,Peter Forrest ,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.0,,,,,,,
2045,Danny Briggs ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
2046,Max Sorensen ,Ireland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,55.0,97.0,119.0,125.0,,,
2047,Timm van der Gugten ,Netherlands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,4.0,,,,,,
2048,Raza-ur-Rehman ,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.0,225.0,,,,,
2049,Craig Wallace ,Scotland,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,121.0,254.0,328.0,366.0
2050,Zakiullah Zaki ,Afghanistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,
2051,Farhaan Behardien ,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,172.0,289.0,689.0,948.0,1073.0,1074.0,
