Name_of_player,Country,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Richard Jones ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,168.0,,,,,,,,,,,,,,,,
Craig Cumming ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,80.0,23.0,,,,0.0,,,,,,,,,,
Alester Maregwede ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,95.0,29.0,,,,,,,,,,,,,,
Tama Canning ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,36.0,,16.0,,,,,,,,,,,,,,
Irfan Pathan ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,230.0,383.0,393.0,131.0,223.0,8.0,,4.0,172.0,,,,,,,
Dwayne Smith ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,262.0,212.0,217.0,100.0,,,134.0,,177.0,,236.0,222.0,,,,
Dave Mohammed ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,
Rohan Gavaskar ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,151.0,,,,,,,,,,,,,,,
Michael Hussey ,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,587.0,784.0,447.0,622.0,1166.0,825.0,414.0,580.0,,,,,,,
Michael Papps ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,204.0,3.0,,,,,,,,,,,,,,
Albie Morkel ,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,40.0,23.0,,173.0,91.0,292.0,60.0,,103.0,,,,,,,
W Jayantha ,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,400.0,,,,,,,,,,,,,,,
Ramesh Powar ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.0,,75.0,56.0,,,,,,,,,,,,
Geraint Jones ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,264.0,301.0,250.0,,,,,,,,47.0,,,,,
Dwayne Bravo ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,100.0,213.0,427.0,348.0,203.0,220.0,204.0,195.0,255.0,388.0,415.0,,,,,
Elton Chigumbura ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,308.0,106.0,489.0,390.0,170.0,630.0,368.0,282.0,94.0,161.0,392.0,772.0,67.0,,111.0,
Tinashe Panyangara ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,51.0,39.0,,,,,,4.0,,4.0,31.0,98.0,12.0,,,
Brendan Taylor ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,402.0,282.0,807.0,299.0,139.0,590.0,723.0,743.0,127.0,302.0,411.0,433.0,,,898.0,
Prosper Utseya ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,102.0,47.0,162.0,65.0,66.0,266.0,276.0,176.0,32.0,127.0,66.0,21.0,,,,
Farveez Maharoof ,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,101.0,121.0,249.0,280.0,24.0,198.0,11.0,,58.0,,,,71.0,,,
Thilina Kandamby ,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,40.0,686.0,65.0,56.0,,,0.0,,,,,
Tawanda Mupariwa ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.0,1.0,121.0,0.0,4.0,12.0,,,,,,19.0,1.0,,,
Ian Bradshaw ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,95.0,92.0,42.0,,,,,,,,,,,,
Faisal Hossain ,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,8.0,,,,,,,,,
Edward Rainsford ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,24.0,1.0,0.0,2.0,15.0,,,,,,,,,
Gareth Hopkins ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,9.0,32.0,15.0,180.0,,,,,,,,,
Lasith Malinga ,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,1.0,37.0,29.0,19.0,32.0,86.0,92.0,69.0,53.0,18.0,33.0,,21.0,10.0,44.0
Sajid Mahmood ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,82.0,2.0,,0.0,,,,,,,,,,
Abdur Razzak ,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,0.0,86.0,117.0,225.0,20.0,76.0,87.0,13.0,95.0,21.0,,,,,
Timothy Smart ,Hong Kong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,
Manoj Cheruparambil ,Hong Kong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,,,,,,,,,,,,,,,
Alexander French ,Hong Kong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,,,,,,,,,,,,,,,
Tabarak Dar ,Hong Kong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,56.0,,,,45.0,,,,,,,,,,,
John Lamsam ,Hong Kong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,16.0,,,,,,,,,,,
Rahul Sharma ,Hong Kong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,,,,,,,,,,,,,,
Ilyas Gul ,Hong Kong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,,,,,,,,,,,,,,,
Najeeb Amar ,Hong Kong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,34.0,,,,,,,,,,,
S Lama ,Hong Kong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,
Afzaal Haider ,Hong Kong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,,,,0.0,,,,,,,,,,,
Khalid Khan ,Hong Kong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,
Asim Saeed ,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,
Arshad Ali ,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,,,,47.0,,,,,,,,,,,
Fahad Usman ,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,
Naeemuddin Aslam ,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,,,,,,,,,,,,,,,
Khurram Khan ,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,,,,80.0,,,,,,334.0,155.0,,,,
Syed Maqsood ,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,,,,,,,,,,,,,,,
Asghar Ali ,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,,,
Mohammad Tauqir ,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,61.0,,,,26.0,,,,,,0.0,8.0,,,,
Abdul Rehman ,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
Ali Asad ,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21.0,,,,,,,,,,,,,,,
Rizwan Latif ,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
Sameer Zia ,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
Ramveer Rai ,United Arab Emirates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,39.0,,,,,,,,,,,,,,,
Nasir Hameed ,Hong Kong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
Nadeem Ahmed ,Hong Kong,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,2.0,,,,,,14.0,0.0,24.0,3.0,23.0,
Ian Bell ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,163.0,63.0,654.0,1080.0,523.0,,139.0,612.0,549.0,645.0,479.0,509.0,,,,
Jean-Paul Duminy ,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.0,,115.0,198.0,476.0,475.0,433.0,563.0,312.0,659.0,311.0,366.0,444.0,287.0,348.0,39.0
Alexander Wharf ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,3.0,,,,,,,,,,,,,,
Dinesh Karthik ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,42.0,287.0,,223.0,455.0,,,255.0,50.0,,,183.0,167.0,75.0
Rohan Alexander ,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,,,,,,,,,,,,,
Mark Johnson ,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,,,,,,,,,,,,,,,
Leon Romero ,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,
Steve Massiah ,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23.0,,,,,,,,,,,,,,,
Richard Staple ,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,,,,,,,,,,,,,,,
Jignesh Desai ,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,,,,,,,,,,,,,,,
Aijaz Ali ,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,
Rashid Zia ,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,
Charles Reid ,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,
Howard Johnson ,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,,,,,,,
Maurice Ouma ,Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,,143.0,386.0,127.0,385.0,156.0,22.0,,205.0,5.0,,,,,
Rageg Aga ,Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,12.0,36.0,101.0,,,,,
Aftab Ahmed ,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,143.0,299.0,784.0,519.0,129.0,,80.0,,,,,,,,,
Nazmul Hossain ,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,18.0,0.0,,0.0,5.0,0.0,0.0,0.0,,,,,,,
Donovan Blake ,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
Nasir Javed ,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,,,
Darren Sammy ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,18.0,136.0,197.0,157.0,212.0,343.0,398.0,126.0,284.0,,,,
Malhar Patel ,Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,40.0,,,,,,,,,,,,,
Bazid Khan ,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,66.0,,,53.0,,,,,,,,,,,
Iftikhar Anjum ,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,41.0,44.0,84.0,38.0,6.0,21.0,,,,,,,,,
Peter Fulton ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,70.0,340.0,811.0,9.0,95.0,,,,,,,,,,
Hashim Amla ,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,368.0,480.0,1058.0,632.0,678.0,838.0,892.0,1062.0,511.0,862.0,315.0,227.0
Chris Mpofu ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,7.0,1.0,9.0,2.0,2.0,8.0,7.0,,2.0,,0.0,2.0,4.0,0.0,0.0
Kevin Pietersen ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,104.0,784.0,612.0,889.0,658.0,132.0,153.0,571.0,281.0,256.0,,,,,,
Matthew Prior ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,94.0,111.0,229.0,168.0,357.0,72.0,216.0,,,,,,,,
Mohammad Khalil ,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
A B de Villiers ,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,221.0,466.0,1209.0,434.0,762.0,964.0,467.0,645.0,1163.0,879.0,1193.0,339.0,773.0,62.0,
Dale Steyn ,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4.0,0.0,0.0,15.0,30.0,37.0,55.0,5.0,30.0,60.0,56.0,6.0,,67.0,0.0
M S Dhoni ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,895.0,821.0,1103.0,1097.0,1198.0,600.0,764.0,524.0,753.0,418.0,640.0,278.0,788.0,275.0,327.0
Joginder Sharma ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34.0,,,1.0,,,,,,,,,,,,
Mohammad Asif ,Pakistan,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,13.0,15.0,5.0,0.0,1.0,,,,,,,,,
Graeme Cremer ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95.0,122.0,99.0,,,,122.0,145.0,41.0,120.0,
Xavier Marshall ,United States,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,,,275.0,2.0,,,,,,,,,,11.0
Sean Williams ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,54.0,145.0,215.0,204.0,365.0,105.0,58.0,,337.0,299.0,893.0,46.0,226.0,448.0,151.0
James Marshall ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.0,50.0,5.0,165.0,,,,,,,,,,,
Lance Hamilton ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.0,,,,,,,,,,,,,,
James Hopes ,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,84.0,156.0,259.0,501.0,326.0,,,,,,,,,
Iain O'Brien ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,3.0,,,,,,,,,,
Narsingh Deonarine ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,91.0,,8.0,,,411.0,,,87.0,32.0,53.0,,,,
Mushfiqur Rahim ,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.0,326.0,185.0,387.0,538.0,527.0,264.0,198.0,704.0,767.0,198.0,458.0,770.0,212.0
Shahadat Hossain ,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,16.0,28.0,,21.0,,0.0,0.0,,,,,,
Johnathan Lewis ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,9.0,34.0,,,,,,,,,,,,
Christopher Tremlett ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,27.0,3.0,,,12.0,,,,,,,,
Shahriar Nafees ,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,254.0,1033.0,278.0,292.0,,119.0,225.0,,,,,,,,
Denesh Ramdin ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127.0,173.0,173.0,83.0,184.0,159.0,168.0,38.0,50.0,516.0,253.0,276.0,,,
Ryan Ramdass ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,
Suresh Raina ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89.0,500.0,23.0,680.0,605.0,631.0,722.0,492.0,770.0,539.0,517.0,,,47.0,
Yalaka Venugopal Rao ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,136.0,82.0,,,,,,,,,,,,,
Loku Dilhara ,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,77.0,,,,,,,,6.0,,,,,,
Deighton Butler ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22.0,3.0,,,,,,,,,,,,,
Upul Tharanga ,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,295.0,1062.0,638.0,138.0,523.0,707.0,826.0,752.0,287.0,111.0,68.0,214.0,1011.0,304.0,15.0
Pradeep Jayaprakashdaran ,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
Keith Dabengwa ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,128.0,71.0,137.0,97.0,81.0,,,,,,,,,
Anthony Ireland ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,20.0,9.0,,,,,,,,,,,,
Shaun Tait ,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,,13.0,1.0,0.0,,,,,,,,
Justice Chibhabha ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,498.0,229.0,201.0,106.0,135.0,78.0,,65.0,,859.0,175.0,,43.0,
Jeetan Patel ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,12.0,45.0,4.0,27.0,,,,,,,0.0,7.0,,
Syed Rasel ,Bangladesh,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,13.0,26.0,8.0,8.0,9.0,,,,,,,,,
Terry Duffin ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,451.0,95.0,,,,,,,,,,,,
Cameron White ,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,157.0,79.0,682.0,848.0,271.0,,,,0.0,,,35.0,
Stuart Clark ,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,42.0,17.0,8.0,2.0,,,,,,,,,,
Sreesanth ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,6.0,19.0,9.0,,10.0,0.0,,,,,,,,
Andrew Puttick ,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
Johan Botha ,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18.0,80.0,61.0,78.0,60.0,138.0,169.0,5.0,,,,,,,
Bradley Hodge ,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,72.0,7.0,496.0,,,,,,,,,,,,
Liam Plunkett ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.0,106.0,95.0,,,0.0,20.0,,,,99.0,31.0,71.0,66.0,11.0
R P Singh ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,11.0,15.0,26.0,8.0,44.0,,0.0,,,,,,,,
Michael Lewis ,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,4.0,,,,,,,,,,,,,
Mitchell Johnson ,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,19.0,35.0,38.0,289.0,119.0,208.0,12.0,102.0,95.0,34.0,,,,
Philip Jaques ,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,121.0,4.0,,,,,,,,,,,,
Jamie How ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,58.0,83.0,376.0,386.0,27.0,41.0,75.0,,,,,,,,
Garnett Kruger ,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
Brett Dorey ,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
Johannes van der Wath ,South Africa,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,85.0,4.0,,,,,,,,,,,,
Chamara Kapugedera ,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,193.0,80.0,603.0,348.0,199.0,20.0,78.0,,,20.0,10.0,73.0,,
Dhammika Prasad ,Sri Lanka,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,8.0,1.0,,0.0,46.0,,64.0,2.0,,,,
Keegan Meth ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,73.0,,,,3.0,20.0,10.0,,,,,,,
Piet Rinke ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,319.0,,,,,,,,,,,,,
Gregory Strydom ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147.0,,,,,,,,,,,,,
Tanmay Mishra ,Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,424.0,274.0,,,32.0,177.0,72.0,149.0,,,,,,
Nehemiah Odhiambo ,Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,62.0,102.0,34.0,184.0,43.0,56.0,17.0,23.0,7.0,,,,,
Ryan Higgins ,Zimbabwe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15.0,,,,,,,,,,,,,
Ross Taylor ,New Zealand,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,189.0,663.0,465.0,631.0,676.0,561.0,223.0,510.0,662.0,1046.0,200.0,968.0,639.0,593.0
Alastair Cook ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.0,403.0,219.0,,156.0,600.0,663.0,560.0,523.0,,,,,
Monty Panesar ,England,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.0,,,,,,,,,,,,
Piyush Chawla ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20.0,8.0,,,10.0,,,,,,,,
Munaf Patel ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,26.0,20.0,2.0,8.0,12.0,,,,,,,,
Kalpesh Patel ,Kenya,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,,,,,,,,,,,,
Vikram Singh ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,
Robin Uthappa ,India,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.0,509.0,179.0,,,,,,104.0,44.0,,,,
Daniel Cullen ,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
Mark Cosgrove ,Australia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,112.0,,,,,,,,,,,,,
Sewnarine Chattergoon ,West Indies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.0,,283.0,24.0,,,,,,,,,,
Geoffrey Barnett ,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,47.0,173.0,7.0,105.0,123.0,,,,,,,,,
Umar Bhatti ,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.0,91.0,7.0,77.0,138.0,,,,,,,,,
Sunil Dhaniram ,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,144.0,332.0,142.0,195.0,102.0,,,,,,,,,
Haninder Dhillon ,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14.0,,,,,,,,,,,,,
Stewart Heaney ,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,41.0,,,,,,,,,,,,,
Henry Osinde ,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17.0,29.0,1.0,0.0,7.0,9.0,,1.0,,,,,,
Kevin Sandher ,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.0,8.0,,,,,,,,,,,,
Lionel Cann ,Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139.0,404.0,25.0,22.0,,,,,,,,,,
Hasan Durham ,Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.0,,,,,,,,,,,,,
Dwayne Leverock ,Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,60.0,27.0,5.0,,,,,,,,,,
Dean Minors ,Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,266.0,212.0,,,,,,,,,,,,
Daniel Morgan ,Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.0,,,,,,,,,,,,,
Saleem Mukuddem ,Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,241.0,90.0,,,,,,,,,,,,
George O'Brien ,Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,16.0,4.0,18.0,,,,,,,,,,,
Azeem Pitcher ,Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6.0,30.0,,,,,,,,,,,,
Irvine Romaine ,Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,369.0,229.0,153.0,32.0,,,,,,,,,,
Janeiro Tucker ,Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,243.0,250.0,,3.0,,,,,,,,,,
Kwame Tucker ,Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,81.0,14.0,,,,,,,,,,,,
George Codrington ,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,190.0,46.0,,,,,,,,,,,,
Donovan Maxwell ,Canada,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,115.0,51.0,,,,,,,,,,,,
Treadwell Gibbons ,Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,33.0,,,,,,,,,,,,,
Kevin Hurdle ,Bermuda,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.0,66.0,,,,,,,,,,,,
